Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,aerials_Won,aerials_Lost,aerials_Won%,Season
181,Stefan Džodić,SRB,"['DF', 'MF']",Montpellier,19,2005,2.7,2,1,0,4,2,0,0,5,5,0,0,0,10,2,6,25.0,2024-2025
182,Aron Dønnum,NOR,"['DF', 'MF']",Toulouse,26,1998,29.9,6,0,0,38,55,0,117,28,35,0,0,0,171,12,17,41.4,2024-2025
183,Noah Edjouma,FRA,"['MF', 'FW']",Toulouse,18,2005,1.9,0,1,0,4,3,0,6,2,2,0,0,0,8,2,3,40.0,2024-2025
184,Jacques Ekomie,GAB,"['DF', 'FW']",Angers,20,2003,7.7,1,0,0,11,21,1,23,4,14,0,0,0,33,11,13,45.8,2024-2025
185,Pierre Ekwah Elimby,FRA,['MF'],Saint-Étienne,22,2002,28.6,3,0,0,42,38,0,5,47,33,0,0,0,154,30,13,69.8,2024-2025
186,Meschak Elia,COD,['FW'],Nantes,26,1997,1.9,0,0,0,7,2,0,14,0,5,0,0,0,14,2,3,40.0,2024-2025
187,Breel Embolo,SUI,"['FW', 'MF']",Monaco,27,1997,20.5,5,0,0,27,43,11,6,3,17,2,0,0,58,30,30,50.0,2024-2025
188,Emanuel Emegha,NED,['FW'],Strasbourg,21,2003,25.5,5,0,0,36,37,27,0,1,6,0,0,0,60,26,39,40.0,2024-2025
189,Romain Faivre,FRA,"['MF', 'FW']",Brest,26,1998,10.0,2,0,0,6,23,1,26,4,10,0,0,0,42,7,10,41.2,2024-2025
190,Khalil Fayad,FRA,"['MF', 'FW']",Montpellier,20,2004,11.4,5,0,0,21,27,1,20,10,16,0,0,1,74,9,6,60.0,2024-2025
191,Luiz Felipe,ITA,['DF'],Marseille,27,1997,1.4,1,0,0,1,0,0,0,3,3,0,0,0,2,3,3,50.0,2024-2025
192,Zinedine Ferhat,ALG,"['FW', 'MF']",Angers,31,1993,9.4,1,0,0,11,15,2,68,10,7,0,0,0,47,17,20,45.9,2024-2025
193,Edimilson Fernandes,SUI,"['MF', 'DF']",Brest,28,1996,12.3,1,0,0,7,6,0,7,20,7,0,1,0,69,15,12,55.6,2024-2025
194,Matias Fernandez-Pardo,BEL,"['FW', 'MF']",Lille,19,2005,11.8,4,0,0,18,21,3,30,3,9,1,0,0,35,0,11,0.0,2024-2025
195,Jordan Ferri,FRA,['MF'],Montpellier,32,1992,19.7,6,1,0,35,30,0,25,9,23,0,3,0,132,13,15,46.4,2024-2025
196,Karol Fila,POL,['MF'],Strasbourg,26,1998,0.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,2024-2025
197,Malick Fofana,BEL,['FW'],Lyon,19,2005,17.7,2,0,0,13,36,10,70,8,11,1,0,0,63,2,12,14.3,2024-2025
198,Rayan Fofana,FRA,"['FW', 'MF']",Lens,18,2006,0.3,0,0,0,1,1,0,0,0,2,0,0,0,2,0,1,0.0,2024-2025
199,Seko Fofana,CIV,['MF'],Rennes,29,1995,9.4,3,0,0,9,7,2,5,7,7,0,0,0,42,7,3,70.0,2024-2025
200,Yahia Fofana,CIV,['GK'],Angers,23,2000,33.0,4,0,0,0,11,0,0,1,0,0,0,0,36,6,3,66.7,2024-2025
201,Lamine Fomba,FRA,['MF'],Saint-Étienne,26,1998,2.4,2,0,0,13,2,1,1,4,6,0,1,0,13,3,6,33.3,2024-2025
202,Przemysław Frankowski,POL,['DF'],Lens,29,1995,15.4,3,0,0,18,7,1,78,19,21,0,0,0,61,8,6,57.1,2024-2025
203,Angelo Fulgini,FRA,"['MF', 'FW']",Lens,27,1996,11.6,3,0,0,16,26,2,44,2,10,0,0,0,52,9,15,37.5,2024-2025
204,Kyogo Furuhashi,JPN,['FW'],Rennes,29,1995,1.4,0,0,0,4,2,0,0,0,2,0,0,0,1,1,2,33.3,2024-2025
205,Gauthier Gallon,FRA,['GK'],Rennes,31,1993,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-2025
206,Ignatius Ganago,CMR,"['FW', 'MF']",Nantes,25,1999,2.7,1,0,0,2,3,2,3,4,1,0,0,0,7,4,7,36.4,2024-2025
207,Ulisses Garcia,SUI,['DF'],Marseille,28,1996,10.3,2,0,0,8,9,2,35,8,11,1,0,0,48,17,6,73.9,2024-2025
208,Jean-Philippe Gbamin,CIV,['MF'],Nantes,28,1995,2.4,1,0,0,3,6,0,0,3,1,0,0,0,13,7,3,70.0,2024-2025
209,Mory Gbane,CIV,"['DF', 'MF']",Reims,23,2000,12.5,2,0,0,12,3,0,2,18,11,0,0,0,49,15,9,62.5,2024-2025
210,Yann Gboho,FRA,"['MF', 'FW']",Toulouse,23,2001,25.9,2,0,0,16,61,2,26,6,18,1,0,0,107,5,27,15.6,2024-2025
211,Denis Genreau,AUS,['MF'],Toulouse,25,1999,2.5,0,0,0,7,5,0,9,3,5,0,0,0,11,0,3,0.0,2024-2025
212,Aleksandr Golovin,RUS,"['MF', 'FW']",Monaco,28,1996,12.8,1,0,0,25,20,1,23,12,24,0,0,0,101,9,13,40.9,2024-2025
213,André Gomes,POR,['MF'],Lille,31,1993,14.2,3,0,0,24,12,0,11,6,13,0,0,0,92,9,7,56.3,2024-2025
214,Angel Gomes,ENG,['MF'],Lille,23,2000,8.2,1,0,0,4,11,0,10,0,6,1,0,0,20,5,6,45.5,2024-2025
215,Carlos Gómez,COL,"['MF', 'DF']",Rennes,21,2002,4.2,1,0,0,11,2,2,19,2,6,0,0,0,16,2,6,25.0,2024-2025
216,Mathieu Gorgelin,FRA,['GK'],Le Havre,33,1990,16.0,2,0,0,0,2,0,0,0,2,0,0,0,16,7,2,77.8,2024-2025
217,Amine Gouiri,ALG,"['FW', 'MF']",Marseille,24,2000,11.6,0,0,0,11,7,5,57,1,5,0,0,0,24,2,10,16.7,2024-2025
218,Amine Gouiri,ALG,"['MF', 'FW']",Rennes,24,2000,11.5,2,0,0,18,12,4,12,2,6,0,0,0,40,8,15,34.8,2024-2025
219,Jonathan Gradit,FRA,['DF'],Lens,31,1992,23.5,4,0,0,29,16,0,10,25,23,0,0,0,73,64,44,59.3,2024-2025
220,Samuel Grandsir,FRA,"['MF', 'FW']",Le Havre,27,1996,0.9,0,0,0,2,0,0,5,0,5,0,0,0,9,0,1,0.0,2024-2025
221,Mason Greenwood,ENG,"['FW', 'MF']",Marseille,22,2001,31.2,3,0,0,24,37,2,110,12,18,2,0,0,88,8,7,53.3,2024-2025
222,Albert Grønbaek,DEN,"['MF', 'FW']",Rennes,23,2001,9.0,1,0,0,10,10,0,28,4,11,0,0,0,24,4,11,26.7,2024-2025
223,Gabriel Gudmundsson,SWE,['DF'],Lille,25,1999,19.8,3,0,0,30,42,5,59,17,25,0,0,0,83,12,8,60.0,2024-2025
224,Axel Gueguin,FRA,['FW'],Montpellier,19,2005,0.3,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,,2024-2025
225,Evann Guessand,CIV,"['FW', 'MF']",Nice,23,2001,28.5,2,0,0,45,64,10,36,15,29,1,0,0,98,26,36,41.9,2024-2025
226,Bahereba Guirassy,FRA,"['FW', 'MF']",Nantes,17,2006,3.9,0,0,0,3,2,0,7,1,8,0,0,0,22,7,10,41.2,2024-2025
227,Massadio Haïdara,MLI,['DF'],Brest,31,1992,18.6,3,2,1,20,45,0,49,26,16,1,0,0,54,25,12,67.6,2024-2025
228,Achraf Hakimi,MAR,['DF'],Paris S-G,25,1998,23.0,4,0,0,19,25,8,80,31,36,0,0,0,136,9,12,42.9,2024-2025
229,Florent Hanin,ALG,['DF'],Angers,34,1990,29.7,2,0,0,16,35,1,107,47,48,0,0,0,132,15,28,34.9,2024-2025
230,Amine Harit,MAR,['MF'],Marseille,27,1997,5.8,1,1,0,6,15,0,7,3,7,1,0,0,24,1,5,16.7,2024-2025
231,Hans Hateboer,NED,['DF'],Rennes,30,1994,18.7,3,0,0,20,10,2,33,29,16,0,0,0,62,42,24,63.6,2024-2025
232,Kjetil Haug,NOR,['GK'],Toulouse,26,1998,5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,2024-2025
233,Luis Henrique,BRA,"['DF', 'FW']",Marseille,22,2001,29.0,0,0,0,8,8,9,97,10,9,0,0,0,116,0,5,0.0,2024-2025
234,Lucas Hernández,FRA,['DF'],Paris S-G,28,1996,9.7,2,0,0,9,9,0,2,7,18,0,0,1,45,13,6,68.4,2024-2025
235,Ki-Jana Hoever,NED,['DF'],Auxerre,22,2002,23.6,4,1,1,22,12,0,78,21,38,0,0,0,91,24,19,55.8,2024-2025
236,Cédric Hountondji,BEN,['DF'],Angers,30,1994,3.0,0,0,0,2,1,0,0,4,4,0,0,0,9,5,3,62.5,2024-2025
237,Ilyes Housni,FRA,"['FW', 'MF']",Le Havre,19,2005,2.6,0,0,0,5,5,1,5,1,5,0,0,0,7,0,8,0.0,2024-2025
238,Pierre Højbjerg,DEN,['MF'],Marseille,28,1995,29.6,5,0,0,30,39,0,19,42,45,0,0,0,171,21,18,53.8,2024-2025
239,Hafiz Ibrahim,NGA,['FW'],Reims,18,2005,4.3,2,1,1,12,2,3,1,2,2,0,0,0,14,8,23,25.8,2024-2025
240,George Ilenikhena,NGA,['FW'],Monaco,17,2006,8.0,0,0,0,14,10,9,0,2,2,0,0,0,10,14,16,46.7,2024-2025
241,Rareş Ilie,ROU,['MF'],Nice,21,2003,0.1,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,,2024-2025
242,Ismaily,BRA,['DF'],Lille,34,1990,10.0,4,0,0,13,6,0,16,13,17,0,0,0,46,12,15,44.4,2024-2025
243,Yanis Issoufou,FRA,"['MF', 'FW']",Montpellier,17,2006,0.9,0,0,0,1,0,0,3,0,4,0,0,0,3,0,1,0.0,2024-2025
244,Junya Ito,JPN,"['FW', 'MF']",Reims,31,1993,29.9,1,0,0,14,34,10,234,13,30,0,0,0,135,17,28,37.8,2024-2025
245,Jérémy Jacquet,FRA,['DF'],Rennes,19,2005,10.3,0,0,0,13,6,0,3,27,17,0,0,0,41,19,10,65.5,2024-2025
246,Ismail Jakobs,SEN,['DF'],Monaco,24,1999,2.0,0,0,0,1,3,0,14,2,5,0,0,0,5,1,6,14.3,2024-2025
247,Jordan James,WAL,['MF'],Rennes,20,2004,13.1,4,0,0,26,15,1,34,14,19,0,0,0,54,10,7,58.8,2024-2025
248,Malcolm Jeng,SWE,['DF'],Reims,19,2005,1.2,0,0,0,1,0,0,0,3,0,0,0,0,3,4,4,50.0,2024-2025
249,John Joe,IRL,['MF'],Reims,20,2003,6.1,0,0,0,14,13,0,5,6,15,0,0,0,31,10,13,43.5,2024-2025
250,Karl-Johan Johnsson,SWE,['GK'],Strasbourg,34,1990,3.0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,100.0,2024-2025
251,Paul Joly,FRA,['DF'],Auxerre,24,2000,11.2,3,1,0,10,27,0,55,25,32,0,1,0,56,13,8,61.9,2024-2025
252,Jota,POR,"['FW', 'MF']",Rennes,25,1999,3.7,0,0,0,3,2,3,16,3,2,0,0,0,11,1,1,50.0,2024-2025
253,Antoine Joujou,FRA,"['MF', 'FW']",Le Havre,21,2003,10.5,1,0,0,7,7,2,37,9,11,0,0,0,59,5,18,21.7,2024-2025
254,Jubal,BRA,['DF'],Auxerre,30,1993,29.3,7,0,0,27,21,1,0,25,39,1,2,1,90,72,32,69.2,2024-2025
255,Abdulai Juma Bah,SLE,['DF'],Lens,18,2006,7.6,2,0,0,7,1,0,0,17,10,0,0,0,37,23,6,79.3,2024-2025
256,Hamed Junior Traorè,CIV,['MF'],Auxerre,24,2000,23.3,5,0,0,30,40,7,42,8,20,1,0,0,100,12,20,37.5,2024-2025
257,Yaya Kader Fofana,MLI,"['MF', 'FW']",Reims,20,2004,7.0,4,0,0,16,7,0,6,3,11,0,0,0,33,4,10,28.6,2024-2025
258,Tino Kadewere,ZIM,"['MF', 'FW']",Nantes,28,1996,5.7,1,0,0,6,3,2,2,6,8,0,0,0,34,15,12,55.6,2024-2025
259,Arnaud Kalimuendo,FRA,"['FW', 'MF']",Rennes,22,2002,28.6,2,0,0,29,40,12,13,4,12,1,0,0,63,22,59,27.2,2024-2025
260,Justin-Noël Kalumba,FRA,"['FW', 'MF']",Angers,19,2004,0.3,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,,2024-2025
261,Warren Kamanzi,NOR,"['DF', 'MF']",Toulouse,23,2000,11.4,3,0,0,16,13,2,16,9,13,0,0,0,56,7,1,87.5,2024-2025
262,Glen Kamara,FIN,['MF'],Rennes,28,1995,7.4,0,0,0,7,4,0,0,7,11,0,0,0,42,2,6,25.0,2024-2025
263,Noham Kamara,FRA,['DF'],Paris S-G,17,2007,0.8,0,0,0,0,0,0,0,1,1,0,0,0,4,2,0,100.0,2024-2025
264,Nordine Kandil,FRA,['MF'],Strasbourg,22,2001,0.1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,50.0,2024-2025
265,Lee Kang-in,KOR,"['FW', 'MF']",Paris S-G,23,2001,18.5,1,0,0,21,28,1,94,3,17,0,0,0,73,5,10,33.3,2024-2025
266,Yassine Kechta,MAR,"['MF', 'FW']",Le Havre,22,2002,23.3,4,0,0,42,33,4,36,26,36,1,0,0,113,10,27,27.0,2024-2025
267,Thilo Kehrer,GER,['DF'],Monaco,27,1996,26.5,1,0,0,23,20,1,2,36,23,0,0,0,132,54,34,61.4,2024-2025
268,Reda Khadra,GER,"['MF', 'FW']",Reims,23,2001,0.9,0,0,0,0,3,0,3,0,1,0,0,0,7,0,0,,2024-2025
269,Wahbi Khazri,TUN,"['FW', 'MF']",Montpellier,33,1991,12.4,4,0,0,23,28,7,48,5,18,0,0,0,44,8,21,27.6,2024-2025
270,Abdukodir Khusanov,UZB,['DF'],Lens,20,2004,10.8,2,1,0,13,3,0,5,26,11,0,1,0,50,27,12,69.2,2024-2025
271,Presnel Kimpembe,FRA,['DF'],Paris S-G,28,1995,0.3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,2024-2025
272,Joshua King,NOR,"['FW', 'MF']",Toulouse,32,1992,18.6,2,0,0,35,27,7,9,6,11,1,0,0,60,35,51,40.7,2024-2025
273,Cédric Kipré,CIV,['DF'],Reims,27,1996,24.3,4,2,0,24,12,1,12,32,30,0,1,0,73,41,24,63.1,2024-2025
274,Hervé Koffi,BFA,['GK'],Lens,27,1996,5.0,2,0,0,0,0,0,0,0,1,0,0,0,3,1,0,100.0,2024-2025
275,Philipp Köhn,SUI,['GK'],Monaco,26,1998,19.0,1,0,0,0,1,0,0,0,0,0,0,0,37,3,0,100.0,2024-2025
276,Koka,EGY,['FW'],Le Havre,31,1993,9.5,2,0,0,14,2,1,0,4,1,0,0,0,24,20,21,48.8,2024-2025
277,Randal Kolo Muani,FRA,['FW'],Paris S-G,25,1998,4.0,0,0,0,7,7,2,0,0,4,1,0,0,8,9,3,75.0,2024-2025
278,Geoffrey Kondogbia,CTA,"['DF', 'MF']",Marseille,31,1993,22.4,1,0,0,19,17,1,4,22,38,0,0,0,108,27,15,64.3,2024-2025
279,Abdoul Koné,FRA,['DF'],Reims,19,2005,1.5,0,0,0,3,3,0,0,1,3,0,0,0,7,2,0,100.0,2024-2025
280,Amadou Koné,MLI,['MF'],Reims,19,2005,14.4,3,1,0,19,52,0,3,19,32,0,1,0,79,22,22,50.0,2024-2025
281,Ismaël Koné,CAN,"['MF', 'FW']",Marseille,22,2002,4.0,0,0,0,4,11,1,3,4,4,0,0,0,14,2,5,28.6,2024-2025
282,Ismaël Koné,CAN,['MF'],Rennes,22,2002,5.2,1,0,0,8,8,0,2,4,6,0,1,0,19,2,0,100.0,2024-2025
283,Emmanuel Koum Mbondo,FRA,['DF'],Marseille,18,2006,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-2025
284,Boubakar Kouyaté,MLI,['DF'],Montpellier,27,1997,8.4,6,1,1,15,8,4,0,12,17,0,0,0,18,22,15,59.5,2024-2025
285,Goduine Koyalipou,CTA,['FW'],Lens,24,2000,9.8,0,0,0,7,6,6,2,1,2,0,0,0,15,16,24,40.0,2024-2025
286,Sael Kumbedi,FRA,['DF'],Lyon,19,2005,10.6,2,0,0,17,10,0,14,8,14,0,0,0,32,3,7,30.0,2024-2025
287,Daler Kuzyaev,RUS,['MF'],Le Havre,31,1993,6.3,1,0,0,8,3,0,6,9,8,0,0,0,27,7,4,63.6,2024-2025
288,Khvicha Kvaratskhelia,GEO,['FW'],Paris S-G,23,2001,10.2,0,0,0,12,18,0,33,2,13,0,0,0,27,3,5,37.5,2024-2025
289,Rémy Labeau Lascary,GLP,"['FW', 'MF']",Lens,21,2003,7.1,5,0,0,23,9,10,19,1,10,0,0,0,21,6,7,46.2,2024-2025
290,Gaëtan Laborde,FRA,['FW'],Nice,30,1994,20.3,1,0,0,29,18,8,27,6,13,1,0,0,49,48,47,50.5,2024-2025
291,Alexandre Lacazette,FRA,['FW'],Lyon,33,1991,22.8,5,0,0,48,33,20,17,8,6,0,1,0,28,16,32,33.3,2024-2025
292,Younes Lachaab,FRA,"['MF', 'FW']",Lille,19,2005,0.1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0.0,2024-2025
293,Alban Lafont,CIV,['GK'],Nantes,25,1999,12.0,1,0,0,0,0,0,0,0,1,0,0,0,11,5,0,100.0,2024-2025
294,Kenny Lala,MAD,['DF'],Brest,32,1991,29.8,5,0,0,18,14,1,126,25,42,0,1,0,154,8,13,38.1,2024-2025
295,Mohamed Lamine Bayo,GUI,['FW'],Lille,26,1998,3.4,1,0,0,6,2,0,0,0,1,0,0,0,5,4,4,50.0,2024-2025
296,Gautier Larsonneur,FRA,['GK'],Saint-Étienne,27,1997,34.0,5,0,0,0,13,0,0,0,0,0,0,0,41,7,4,63.6,2024-2025
297,Julien Le Cardinal,FRA,['DF'],Brest,26,1997,15.3,3,0,0,12,12,0,6,33,15,0,1,1,48,29,18,61.7,2024-2025
298,Jérémy Le Douaron,FRA,['FW'],Brest,26,1998,1.1,0,0,0,2,0,2,0,0,0,0,0,0,2,3,2,60.0,2024-2025
299,Benjamin Lecomte,FRA,['GK'],Montpellier,33,1991,30.0,0,0,0,0,2,0,0,0,0,0,0,0,35,4,0,100.0,2024-2025
300,Pierre Lees-Melou,FRA,['MF'],Brest,31,1993,17.0,7,0,0,32,30,0,22,12,33,0,0,0,125,4,7,36.4,2024-2025
301,Jordan Lefort,FRA,['DF'],Angers,30,1993,34.0,3,0,0,14,15,1,12,32,30,0,1,0,110,40,28,58.8,2024-2025
302,Félix Lemaréchal,FRA,"['MF', 'FW']",Strasbourg,20,2003,19.8,2,0,0,30,12,3,26,14,24,0,0,0,62,14,25,35.9,2024-2025
303,Donovan Léon,GUF,['GK'],Auxerre,31,1992,32.0,4,0,0,1,4,0,0,0,0,0,1,0,33,7,1,87.5,2024-2025
304,Esteban Lepaul,FRA,['FW'],Angers,24,2000,18.1,2,0,0,16,17,16,15,4,6,0,0,0,45,35,47,42.7,2024-2025
305,Johann Lepenant,FRA,['MF'],Nantes,21,2002,22.8,3,0,0,51,38,1,16,18,33,0,0,0,89,20,18,52.6,2024-2025
306,Louis Leroux,FRA,"['MF', 'DF']",Nantes,18,2006,9.1,1,0,0,10,12,0,6,8,18,0,0,0,43,4,5,44.4,2024-2025
307,Pol Lirola,ESP,['DF'],Marseille,26,1997,7.6,1,1,0,9,9,0,14,4,9,0,0,1,29,4,7,36.4,2024-2025
308,Gautier Lloris,FRA,['DF'],Le Havre,29,1995,30.8,5,0,0,31,7,2,3,34,43,0,2,0,100,64,34,65.3,2024-2025
309,Bradley Locko,FRA,['DF'],Brest,22,2002,1.1,1,0,0,1,0,0,1,1,2,0,1,0,2,1,0,100.0,2024-2025
310,Elysée Logbo,FRA,['FW'],Le Havre,20,2004,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,2024-2025
311,Anthony Lopes,POR,['GK'],Nantes,33,1990,17.4,2,0,0,1,7,0,0,1,0,0,1,0,11,2,1,66.7,2024-2025
312,Jordan Lotomba,SUI,"['MF', 'DF']",Nice,25,1998,0.4,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,,2024-2025
313,Tom Louchet,FRA,"['DF', 'MF']",Nice,21,2003,8.6,1,0,0,8,9,0,35,18,17,0,0,0,36,11,3,78.6,2024-2025
314,Milos Lukovic,SRB,"['FW', 'MF']",Strasbourg,18,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-2025
315,Othmane Maamma,MAR,"['FW', 'MF']",Montpellier,18,2005,4.0,1,0,0,4,8,2,12,1,1,0,0,0,12,1,4,20.0,2024-2025
316,Deiver Machado,COL,"['DF', 'MF']",Lens,30,1993,20.1,7,2,1,28,30,5,51,16,26,0,0,0,89,16,16,50.0,2024-2025
317,Lanroy Machine,FRA,['FW'],Angers,18,2005,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,2024-2025
318,Yvann Macon,FRA,['DF'],Saint-Étienne,25,1998,8.8,4,0,0,26,8,1,23,2,11,0,0,0,42,3,12,20.0,2024-2025
319,Eros Maddy,NED,['DF'],Auxerre,23,2001,0.2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,2024-2025
320,Soungoutou Magassa,FRA,['MF'],Monaco,20,2003,11.4,5,1,0,28,20,0,7,21,25,0,0,0,90,13,21,38.2,2024-2025
321,Hugo Magnetti,FRA,['MF'],Brest,26,1998,25.8,5,0,0,29,22,0,18,18,32,0,0,0,111,10,10,50.0,2024-2025
322,Frank Magri,CMR,"['FW', 'MF']",Toulouse,24,1999,16.8,5,1,0,26,28,4,4,4,2,0,0,0,21,40,82,32.8,2024-2025
323,Ainsley Maitland-Niles,ENG,['DF'],Lyon,26,1997,22.1,1,0,0,16,10,3,48,25,44,0,0,0,89,15,14,51.7,2024-2025
324,Radosław Majecki,POL,['GK'],Monaco,24,1999,15.0,1,0,0,0,1,0,0,0,0,0,0,0,19,5,0,100.0,2024-2025
325,Hamidou Makalou,MLI,"['FW', 'MF']",Brest,18,2006,0.4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,2024-2025
326,Nikola Maksimović,SRB,['DF'],Montpellier,32,1991,6.5,2,0,0,3,5,0,0,6,5,0,0,0,14,8,13,38.1,2024-2025
327,Aaron Malouda,FRA,['FW'],Lille,18,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-2025
328,Hianga Mananga Mbock,FRA,['MF'],Brest,24,1999,0.2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,100.0,2024-2025
329,Steve Mandanda,FRA,['GK'],Rennes,39,1985,16.5,0,0,0,0,1,0,0,0,0,0,0,0,26,1,0,100.0,2024-2025
330,Aïssa Mandi,ALG,['DF'],Lille,32,1991,19.3,3,0,0,7,9,1,10,15,17,0,0,0,67,14,22,38.9,2024-2025
331,Orel Mangala,BEL,['MF'],Lyon,26,1998,0.7,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,,2024-2025
332,Sekou Mara,FRA,"['FW', 'MF']",Strasbourg,22,2002,8.5,2,0,0,18,16,3,3,3,6,0,0,0,21,19,23,45.2,2024-2025
333,Marquinhos,BRA,['DF'],Paris S-G,30,1994,19.2,3,0,0,18,7,1,3,11,19,0,1,0,103,32,17,65.3,2024-2025
334,Ange Martial Tia,MLI,"['MF', 'DF']",Reims,17,2006,1.9,0,0,0,3,1,0,3,2,3,0,0,0,12,5,3,62.5,2024-2025
335,Jonas Martin,FRA,['MF'],Brest,34,1990,5.5,2,0,0,7,10,0,3,8,7,0,1,0,30,6,9,40.0,2024-2025
336,Han-Noah Massengo,FRA,['MF'],Auxerre,23,2001,11.6,5,0,0,17,21,0,9,17,11,0,0,0,57,7,11,38.9,2024-2025
337,Clinton Mata,ANG,['DF'],Lyon,31,1992,26.3,6,0,0,27,34,1,38,46,29,0,0,0,129,21,17,55.3,2024-2025
338,Eliot Matazo,BEL,['MF'],Monaco,22,2002,0.8,0,0,0,0,2,0,0,1,2,0,0,0,7,1,0,100.0,2024-2025
339,Nemanja Matić,SRB,['MF'],Lyon,35,1988,22.3,1,0,0,13,7,0,9,18,29,0,0,0,125,15,13,53.6,2024-2025
340,Rudy Matondo,FRA,['MF'],Auxerre,16,2008,0.7,1,0,0,4,3,0,0,0,1,0,0,0,2,0,0,,2024-2025
341,Azor Matusiwa,NED,['MF'],Rennes,26,1998,23.1,3,0,0,29,32,0,1,34,39,0,1,0,134,28,18,60.9,2024-2025
342,Neal Maupay,FRA,['FW'],Marseille,27,1996,11.6,3,1,1,10,17,2,1,2,4,0,0,0,21,8,14,36.4,2024-2025
343,Christian Mawissa,FRA,['DF'],Monaco,19,2005,16.7,3,0,0,19,7,0,3,26,29,0,1,0,70,31,18,63.3,2024-2025
344,Senny Mayulu,FRA,['MF'],Paris S-G,18,2006,9.0,1,0,0,20,18,0,9,5,16,0,0,0,32,1,10,9.1,2024-2025
345,Ethan Mbappé,FRA,"['MF', 'FW']",Lille,17,2006,2.5,3,0,0,5,1,1,14,1,2,0,0,0,8,1,2,33.3,2024-2025
346,Ibrahim Mbaye,SEN,"['FW', 'MF']",Paris S-G,16,2008,3.8,0,0,0,6,3,1,5,2,2,0,0,0,10,2,4,33.3,2024-2025
347,Mark McKenzie,USA,['DF'],Toulouse,25,1999,27.7,1,1,0,30,12,1,1,22,31,0,1,0,128,44,34,56.4,2024-2025
348,Facundo Medina,ARG,['DF'],Lens,25,1999,28.3,15,1,1,29,22,0,16,32,29,0,1,0,165,30,24,55.6,2024-2025
349,Henrik Meister,DEN,['FW'],Rennes,20,2003,0.7,0,0,0,3,1,0,0,1,0,0,0,0,7,2,3,40.0,2024-2025
350,Bamo Meïté,CIV,['DF'],Montpellier,22,2001,4.7,2,1,0,8,4,0,0,4,3,0,0,0,8,5,6,45.5,2024-2025
351,Bamo Meïté,CIV,['DF'],Marseille,22,2001,0.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,2024-2025
352,Mohamed Meité,FRA,['FW'],Rennes,16,2007,6.0,0,0,0,14,8,4,2,0,0,0,0,0,5,15,11,57.7,2024-2025
353,Farid El Melali,ALG,['FW'],Angers,27,1997,21.0,1,0,0,21,46,8,87,16,16,3,0,0,100,6,21,22.2,2024-2025
354,Nuno Mendes,POR,['DF'],Paris S-G,22,2002,18.6,3,0,0,13,23,1,60,18,19,1,1,0,108,15,11,57.7,2024-2025
355,Antoine Mendy,SEN,['DF'],Nice,20,2004,9.2,2,0,0,13,9,0,7,8,21,0,0,0,48,17,13,56.7,2024-2025
356,Nampalys Mendy,SEN,['MF'],Lens,32,1992,6.5,2,0,0,11,12,0,2,9,8,0,0,0,30,1,1,50.0,2024-2025
357,Gideon Mensah,GHA,['DF'],Auxerre,26,1998,25.3,2,0,0,33,26,1,76,50,45,0,1,0,172,16,19,45.7,2024-2025
358,Quentin Merlin,FRA,['DF'],Marseille,22,2002,17.7,1,0,0,11,17,2,95,14,17,0,0,0,69,7,15,31.8,2024-2025
359,Rafik Messali,FRA,['DF'],Toulouse,21,2003,5.1,0,0,0,9,8,1,16,10,8,0,0,0,28,6,4,60.0,2024-2025
360,Thomas Meunier,BEL,['DF'],Lille,32,1991,21.4,5,0,0,27,3,3,62,34,38,0,1,0,88,33,19,63.5,2024-2025
361,Lucas Michal,FRA,"['FW', 'MF']",Monaco,19,2005,1.3,0,0,0,5,4,0,2,1,3,0,0,0,4,3,5,37.5,2024-2025
362,Georges Mikautadze,GEO,['FW'],Lyon,23,2000,16.1,2,0,0,7,23,3,9,4,6,2,0,0,44,15,40,27.3,2024-2025
